"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.column","Approve","Reject"
"3BC9H1KCYTB1PR8ELEWL6RDLMRSWYJ","3CUQ44BBWQ9EB2B5XE74GR30OQE6Q9","Transcribe the text from a Column of a Palauan Language Dictionary","We're trying to digitize a scanned dictionary of an endangered Pacific Island language","image, write, transcription, dictionary, palau, palauan, language","$0.25","Wed Dec 17 06:03:24 GMT 2014","2","BatchId:1768644;","3600","86400","Wed Dec 24 06:03:24 GMT 2014","","","39KFRKBFINUW62X6KUADEHVJSBCYOK","A3AJOG8FAY1D73","Approved","Wed Dec 17 14:54:16 GMT 2014","Wed Dec 17 15:10:31 GMT 2014","Thu Dec 18 07:10:31 PST 2014","Wed Dec 17 09:16:56 PST 2014","","","975","100% (28/28)","100% (20/20)","100% (20/20)","http://tekinged.com/png-halves/dict-061-left.png","ba MOD. do first.
bab N. area or space above; top; surface. --bebul N.POSS. --bebul a tebel top of the table. --bebuk space above me. --bebul a rois mountain top. --Babeldaob (< bab el daob) N Babeldaob (lit, upper sea). --babeluades N heaven (in Christian sense). --ngar er a bab a rengul conceited; disrespectful; proud; arrogant; haughty; snobbish. --ngar er a bab el chad one's superior; wealthy or well-to-do-person. E.g. A bebul a tebel a mia mo dekimes. The top of the table has gotten wet. E.g. A Droteo a kie er a bab. Droteo lives upstairs. E.g. A Tony a ngar er a bab el chad. Tony is higher in rank. E.g. A klok a ngar er a bebuk. The clock is up there above me. 







Babeldaob (< bab el daob) N. Babeldaob (largest island of Palau) (lit, upper sea) (spelled Babelthuap on maps). See bab, daob.

babeluades N. heaven (in Christian sense). See bab, uades.

babeluu N type of tree.
babier (Ger. papier paper) N. paper; letter; book. --bablingel N.POSS. --babier er ngli his paper, letter or book. --blasbabier N. sandpaper. --bill a babier bookcase.

babil N. pig. --oubabil V.I. keep or raise pigs. --babliureomel (< babii er a oreomel) N. wild pig. --menga el babil eat like a pig.

babliureomel (< babii er a oreomel) N. wild pig. See babii, oreomel.

babil N(OBS.). female. --delaibabil V.S. effeminate. --babilchemang N.(OBS.). female crab. --chebil N. woman (used only in names or titles).


babilchemang N.(OBS.). female crab. See babil.
babiling-el STEM N. POSS. See babier.
bached N. protruding struts on an outrigger side of canoe (six in number) used for balance and for holding poles, spears, etc. --bechedel N.POSS. --bachedkuteling (< bached er a kuteling) N. protruding struts closest to each end of canoe. --bachedulematel (< bached er a olematel) N. protruding struts closest to bluu (=center) of canoe. --bachedchediilchei (< bached er a chediilchei) N. protruding struts in middle of each end of canoe (between bachedkuteling and bachedulematel)."
"3SNR5F7R91SLIR7IWWGCYXCXP4QEIG","3CUQ44BBWQ9EB2B5XE74GR30OQE6Q9","Transcribe the text from a Column of a Palauan Language Dictionary","We're trying to digitize a scanned dictionary of an endangered Pacific Island language","image, write, transcription, dictionary, palau, palauan, language","$0.25","Wed Dec 17 06:03:24 GMT 2014","2","BatchId:1768644;","3600","86400","Wed Dec 24 06:03:24 GMT 2014","","","3Z7VU45IPYGBF00AAEELGSRD5UT1ZE","A3AJOG8FAY1D73","Approved","Wed Dec 17 17:03:52 GMT 2014","Wed Dec 17 17:22:16 GMT 2014","Thu Dec 18 09:22:16 PST 2014","Wed Dec 17 09:34:11 PST 2014","","","1104","100% (28/28)","100% (20/20)","100% (20/20)","http://tekinged.com/png-halves/dict-061-right.png","bachedchediilchei (< bached er a chediilchei) N. protruding struts in middle of each end of canoe (between bachedkuteling and bachedulematel). See bached, chediilchei.
bachediil N. diarreah ( substance). May be related to diil.  --bachediiel N. POSS.  --omachediil 1. V.I. have diarrhea. 2. V.T. have diarreha all over (something).  --blachediil 1. V.R.S. also, (person) helpless or incapable of handling matters (used in mild insults). 2. N.R.S. diarrhea (substance).  --bachediios, bachediioel V.S. always having diarrhea (used in mild insults).



bachedii-el STEM N. POSS. See bachediil.
bachediioel V.S. always having diarrhea (used in mild insults). See bachediil.
bachediios V.S. always having diarrhea (used in mild insults). See bachediil.

bachedkuteling (<bached er a kuteling) N. protruding struts closest to each end of canoe. See bached, kuteling.

bachedulematel (< bached er a olematel) N. protruding struts closest to bluu (=center) of canoe. See bached, olematel.
bachel N. collarbone; Palauan money in form of curved prisms. (Though called ""men's money"", bachel is worn exclusively by women. It can be exchanged, however, between any persons, regardless of sex, and is used ceremonially for births, marriages, deaths, peace offerings, ocheraol, etc. Bachel is made of extremely hard material and is quite heavy. Containing traces of iron, copper, and zinc, it appears to the eye as stone, porcelain, or glass, and may be opaque or translucent. Holes are drilled in it, and it is worn as necklaces.)  --bechelel N. POSS.





bad 1. N. stone; rock; coral; crossbeams supporting floor of house. 2. V.S. asleep.  --bedul N. POSS.  --bedul er a dmolech friend or mainstay in times of need.  --chibekbad N. pebbles.  --bedengang V.S. INCH. is (just) going to sleep.  --ongoiibad (<ongor el bad) N. type of coral (shaped like pineapple).  --bad el chei porous stone in sea.  --bad el cheled crab (which lives on reef).  --bad el umad crossbeams supporting floor at ends of bai.  --bad el kerrekar crossbeams supporting floor of bai (including bad el umad).  --bad el uel sound asleep.  --bad el chelid type of trepang (colored like coral).  --mo bad go to sleep. E.g. A resechal a rengririeng er tir"
"3QGHA0EA0IZ5CJF3BMI1YGFK1IBBWK","3CUQ44BBWQ9EB2B5XE74GR30OQE6Q9","Transcribe the text from a Column of a Palauan Language Dictionary","We're trying to digitize a scanned dictionary of an endangered Pacific Island language","image, write, transcription, dictionary, palau, palauan, language","$0.25","Wed Dec 17 06:03:24 GMT 2014","2","BatchId:1768644;","3600","86400","Wed Dec 24 06:03:24 GMT 2014","","","3VJ40NV2QIM0PGYCAONE6034D9BOT2","A3AJOG8FAY1D73","Approved","Wed Dec 17 16:42:22 GMT 2014","Wed Dec 17 16:54:21 GMT 2014","Thu Dec 18 08:54:21 PST 2014","Wed Dec 17 09:16:56 PST 2014","","","719","100% (28/28)","100% (20/20)","100% (20/20)","http://tekinged.com/png-halves/dict-062-left.png","a bad. A man's heart is like a rock--strong, firm, unwavering.
badek N. mat (or similar object) used as shroud (and brought or sent to house of deceased). --bedekel N. POSS. --omadek V.I. bring or send mat (or similar object) to house of deceased.  --bladek N.R.,S. spirit of ancestors.
baderirt N. tree with medicinal uses (kou = Cordia subcordata Lam.).

baderitech N. basalt.
badlulol (< bad el uloi) N. location in Ngerekebesang where, in Palauan legend, Mengidabrudkoel arrived floating inside a ded uloi fish.


badre (Sp. padre) N. priest.
baeb (Ehg. pipe) N. pipe (for plumbing, etc.); windpipe. --bebel N. POSS. --bebel a omerkaol windpipe.
bal1 N. village meeting-house; guest house; community house (often referred to as abai (< a bai) in English).  --baibeluu (< bai er a beluu) N. village meeting-house.  --ngalekebai N. child born of woman serving as community house concubine.  --kebtot el bai twin bai; two bai's adjacent to each other.  --bai er a rubak bai for old men only.



bal2 MOD. comparatively; by comparison; instead; rather. Also used in conditioinal sentences to contrast two events. E.g. Ng bai soak a kohi er a tii. I'd rather have coffee than tea. E.g. A bai lebo a Droteo, e ak mong. If Droteo goes, I'll go.


baias (Eng. bias) N. bias or slant (in sewing).
baibeluu (< bai er a beluu) N. village meeting-house. See bai1.
baiking (Jp. baikin bacterium, germ) 1. N. disease; germs. 2 V.S. (person) unsanitary or unhygienic (in one's habits).

bail N. (article of) clothing; clothes; wrapping material.  --bilel N. POSS.  --omail 1. V. T. clothe (someone) wrap (present, package, etc.). 2. N. skull.  --blail V.R.S.  --bliull 1. V. R. S. also, covered with hair. 2. N. R. S. wrapped tapioca.  --biull V.A.S.  -- N. wrapped in grated taioca (or, sometimes, taro).  --oubail V.T. wear (clothing).  --omekbail V. CAUS. clothe (person).  --telbail N. one cigarette (orig., hand-rolled in newspaper).  --bail er a skuul school clothes.  --bail er a ureor work clothes.  --chelsel a bail undershirt; T-shirt.
baileng-el STEM N. POSS. See baiong."
"3S1WOPCJFFSHD2ROEE1CAYRX2JFEJS","3CUQ44BBWQ9EB2B5XE74GR30OQE6Q9","Transcribe the text from a Column of a Palauan Language Dictionary","We're trying to digitize a scanned dictionary of an endangered Pacific Island language","image, write, transcription, dictionary, palau, palauan, language","$0.25","Wed Dec 17 06:03:24 GMT 2014","2","BatchId:1768644;","3600","86400","Wed Dec 24 06:03:24 GMT 2014","","","3U0SRXB7CD45RGL85KI6RW2HZEURNY","A3AJOG8FAY1D73","Approved","Wed Dec 17 15:11:13 GMT 2014","Wed Dec 17 15:21:37 GMT 2014","Thu Dec 18 07:21:37 PST 2014","Wed Dec 17 09:16:56 PST 2014","","","624","100% (28/28)","100% (20/20)","100% (20/20)","http://tekinged.com/png-halves/dict-062-right.png","balong (? Malay) N. umbrella --bailengel N. POSS. --oubalong V. I. have or use an umbrella.

bais N. action of wandering around. 00 bisel N. POSS. --omais V. I. wander; walk around; go back and forth; travel frequently. --sekebais V. S. prone to wandering or walking around. 
baiu N. temporary protective covering against rain or sun; canopy.

bakelungal N. type of large, black trepang found on reef.

Bakerus N. name of clan in Imeliik. --Dirrabakerus (< dil er a bakerus) N. (in Palauan legend) name of Miladeldil after she moved to Ngerdebotar and married Tkedelukl (clan of Bakerus).

bakes1 N. step (in walking). --bekesel N.POSS. --bekesel a ochil fate; destiny; --meklou a bekesel a ochil have a broad gait; --mekekere a bekesel a ochil walk with short steps. --omakes 1. V. I. walk; take a step. 2. V. T. move (legs) to walk. --blakes V. R. S. --blekeklel N. R. S. OBLIG. POSS. pace; gait. --bekesall V. A. S. --telbakes N. one step. 



bakes2 V. PF. See omakes.
baket (Eng. bucket) N. bucket; pail --baketengel N. POSS. --chemars a baketengel have a mind like a sieve; talk through one's hat. E.g. Ke mia tmuulsoiseb er a baketengel a Toki. You've fallen for everhthing Toki says./ Toki really has you on a string.


baketeng-el STEM N.POSS. See baket. 
bakllild N. scleria (plant with sharp-edged leaves).

baks (Eng. box) N. box (made of any material). --beksel N. POSS.

bakudang (Jp. bakudan bomb) N. dynamite; bomb; explosion; air-raid; bombardment.

bakuhats (Jp. bakuhatsu (suru)) V. I. explode.
bakutsi (Jp. bakuchi gambling, game of chance) N. gambling; ""twenty-one"" (card game). --oubakutsi V.I. play ""twenty-one"" --chad er a bakutsi gambler.
bal-, belingel (a rengul) N. OBLIG. POSS. astonishment; amazement. May be related to bar-, berngel. --omal (er a rengul) V. T. astonish; amaze; impress; cause admiration. --blal V. R. S. --kebal V. RECIP. astonish or amaze each other.
balang N. Yapese stone money.
balas N. syn. ballas."
"33K3E8REWVU1ZLMMIFUD9X3Q2EW8XB","3CUQ44BBWQ9EB2B5XE74GR30OQE6Q9","Transcribe the text from a Column of a Palauan Language Dictionary","We're trying to digitize a scanned dictionary of an endangered Pacific Island language","image, write, transcription, dictionary, palau, palauan, language","$0.25","Wed Dec 17 06:03:24 GMT 2014","2","BatchId:1768644;","3600","86400","Wed Dec 24 06:03:24 GMT 2014","","","3DR23U6WE5DEDPLNGAKI1O9Q970TEY","A3AJOG8FAY1D73","Approved","Wed Dec 17 16:19:24 GMT 2014","Wed Dec 17 16:30:30 GMT 2014","Thu Dec 18 08:30:30 PST 2014","Wed Dec 17 09:16:55 PST 2014","","","666","100% (28/28)","100% (20/20)","100% (20/20)","http://tekinged.com/png-halves/dict-060-left.png","a  contentless word which precedes nouns and verbs under various conditions; if.

abai (< a bai) N. See bai.

-ad POSSESSOR SUFFIX, 1ST PERS. PL. INCL.  our (including your). 
adang INTERJ. please; won't you?; it's true (isn't it?). --me adang therefore. --e adang of course. E.g. A Droteo a mle er a elii, adang diak? Droteo arrived yesterday, didin't he?
Adebetei N. legendary male inhabitant of Ngeriab.

adios (Sp, adios) N. goodbye.
aikang DEM. these (things, animals). --aika el hong these books.

aikei  DEM.   those (things, animals) (far from speaker and hearer). --aike el kahol those boxes (over there).
ailechang  DEM.  those (things, animals) (near hearer but far from speaker). --ailecha el kialo  those things (near you).
ailei  DEM.  these (things, animals) (hear speaker but far from hearer). --ailei el hong  these books (near me).


ak PRO., 1ST PERS. SG. NON-EMPH. I.
-ak1 POSSESSOR SUFFIX, 1ST PERS. SG. my.
-ak2 PRO. OBJ., 1ST PERS. SG. me.
aki PRO., 1ST PERS. PL. EXCL. NON-EMPH. we (excluding you).
a kmu  if. E.g. A kmu ng ngar er ngii a ududek, e ak mecherar a beches el mlai. If I had money, (then) I'd buy a new car."
"33K3E8REWVU1ZLMMIFUD9X3Q2EW8XB","3CUQ44BBWQ9EB2B5XE74GR30OQE6Q9","Transcribe the text from a Column of a Palauan Language Dictionary","We're trying to digitize a scanned dictionary of an endangered Pacific Island language","image, write, transcription, dictionary, palau, palauan, language","$0.25","Wed Dec 17 06:03:24 GMT 2014","2","BatchId:1768644;","3600","86400","Wed Dec 24 06:03:24 GMT 2014","","","3LEIZ60CDJYT4535ERTEVY9W362Z96","AQDOCXT1VPDVF","Approved","Wed Dec 17 15:56:55 GMT 2014","Wed Dec 17 16:14:05 GMT 2014","Thu Dec 18 08:14:05 PST 2014","Wed Dec 17 09:16:56 PST 2014","","","1030","100% (2/2)","100% (1/1)","100% (1/1)","http://tekinged.com/png-halves/dict-060-left.png","a contentless word which precedes nouns and verbs under various conditions; if.
abal  N. See bai.
-ad POSSESSOR SUFFIX, IST PERS. PL. INCL. our (including your).
adang INTERJ. please; won't you?; it's true (isn't it?). --me adang therefore. --e adang of course. Eg. A Droteo a mle er a elli, adang diak? Droteo arrived yesterday, didn't he?
Adebetei N. legendary male inhabitant of Ngeriab.
adios (Sp. adios) N. goodbye.
aikang DEM. these (things, animals). --aika el hong these books.
aikel DEM. those (things, animals) (far from speaker and hearer). --alke el kahol those boxes (over there).
allechang DEM. those (things, animals) (near hearer but far from speaker). --allecha el klalo those things (near you).
ailei DEM. these (things, animals) (near speaker but far from hearer). --ailel el hong these books (near me).
ak PRO., 1ST PERS. SG. NON-EMPH. I.
-ak1 POSSESSOR SUFFIX, IST PERS. SG. my.
-ak2 PRO.OBJ., IST PERS. SG me.
aki PRO., IST PERS. PL. EXCL. NON-EMPH we (excluding you).
a kmu if. E.g. A kmu ng ngar er ngii a ududek, e ak mecherar a beches el mlai. If I had money, (then) I'd buy a new car."
"3XUY87HIVOD5QYPMY92N3YONFF1MMT","3CUQ44BBWQ9EB2B5XE74GR30OQE6Q9","Transcribe the text from a Column of a Palauan Language Dictionary","We're trying to digitize a scanned dictionary of an endangered Pacific Island language","image, write, transcription, dictionary, palau, palauan, language","$0.25","Wed Dec 17 06:03:24 GMT 2014","2","BatchId:1768644;","3600","86400","Wed Dec 24 06:03:24 GMT 2014","","","3TAYZSBPLL7L39WSYQKRPI4FAMD2SZ","A3AJOG8FAY1D73","Approved","Wed Dec 17 17:30:34 GMT 2014","Wed Dec 17 17:38:33 GMT 2014","Thu Dec 18 09:38:33 PST 2014","Wed Dec 17 17:04:43 PST 2014","","","479","100% (28/28)","100% (20/20)","100% (20/20)","http://tekinged.com/png-halves/dict-060-right.png","-al 1. POSSESSOR SUFFIX, 3RD PERS. SG. his; her; its. 2. POSSESSOR SUFFIX, 3RD PERS. NON-HUMAN PL. their.
a ldu because. E.g. Ngera me ke di dengchokl er tiang? -A ldu ng chetirir a kbo er sei. Why are you just sitting here? --Because they don't want me to go over there.
a lechub or. syn. me a lechub.

a lechul me... if (only). May be related to chulekum.

aleko (ak) I intended to...
alfi INTERJ. Hey!; look out!/ hello.

a lsekum if. E.g. A lsekum ng ungil a chei, e te mo er a chie. If the tide is good, (then) they'll go fishing.
altae if (...perhaps/maybe).
altang if (...perhaps/maybe). syn. altae.
-am1 POSSESSOR SUFFIX, 2ND PERS. SG. your.
-am2 POSSESSOR SUFFIX, 1ST PERS. PL. EXCL. our (excluding your).
-ang PRO. OBJ., 3RD PERS. SG. him; her; it.
-ar PRO. OBJ., 3RD PERS. SG. him; her; it.
-au PRO. OBJ., 2ND PERS. SG. you.
a uche er a (...e...) before (used only at beginning of sentence). See er a uche er a, uchei. E.g. A uche er a kbo kmerek er a subelek, e a Droteo a mirrael el mo er a blil. Before I finished my homework, Droteo went home.
a uriul er a (...e...) after (used only at beginning of sentence). See er a uriul er a, uriul. E.g. A uriul er a loureor er a sers a Toki, e ng tilellib a chimal. After Toki worked in the garden, she washed her hands."
"3XUY87HIVOD5QYPMY92N3YONFF1MMT","3CUQ44BBWQ9EB2B5XE74GR30OQE6Q9","Transcribe the text from a Column of a Palauan Language Dictionary","We're trying to digitize a scanned dictionary of an endangered Pacific Island language","image, write, transcription, dictionary, palau, palauan, language","$0.25","Wed Dec 17 06:03:24 GMT 2014","2","BatchId:1768644;","3600","86400","Wed Dec 24 06:03:24 GMT 2014","","","3WSELTNVR31BNC4B05IW55JZOY8AT2","A2JJ4YUI3L3LGI","Approved","Thu Dec 18 10:53:13 GMT 2014","Thu Dec 18 11:25:12 GMT 2014","Fri Dec 19 03:25:12 PST 2014","Thu Dec 18 12:15:45 PST 2014","","","1919","100% (7/7)","100% (5/5)","100% (5/5)","http://tekinged.com/png-halves/dict-060-right.png","-al. 1. POSSESSOR SUFFIX, 3RD PERS. SG. his; her; its.  2.  POSSESSOR SUFFIX, 3RD PERS. NON-HUMAN PL. their
a ldu because.  E.g. Ngera me ke di dengchokl er tiang?-A ldu ng chetirir a kbo er sei.  Why are you just sitting here?-Because they don't want me to go over there.
a lechub or. syn. me a lechub
a lechul me... if (only).  May be related to chulekum.
aleko (ak) I intended to...
alfi INTERJ. Heyl; look out!; hello.
a lsekum if.  E.g. A lsekum ng ungil a chei, e te mo er a chei.  If the tide is good, (then) they'll go fishing.
altae if (...perhaps/maybe).
altang if (...perhaps/maybe).  syn. altae.
-am1 POSSESSOR SUFFIX, 2ND PERS. SG. your.
-am2 POSSESSOR SUFFIS, 1ST PERS. PL. EXCL. our (excluding your)
-ang PRO. OBJ., 3RD PERS SG. him; her; it.
-ar PRO. OBJ., 3RD PERS. SG. him; her; it.
-au PRO. OBJ., 2ND PERS. SG. you.
a uche er a (...e...) before (used only at beginning of sentence).  See er a uche er a, uchei.  E.g. A uche er a kbo kmerek er a subelek, e a Droteo a mirrael el mo er a blil.  Before I finished my homework, Droteo went home.
a uriul er a (...e...) after (used only at beginning of sentence).  See er a uriul er a, uriul.  E.g. A uriul er a loureor er a sers a Toki, e ng tilellib a chimal.  After Toki worked in the garden, she washed her hands."
"3L2OEKSTW89QZQCWNBGFSBAZ4KQ8YH","3CUQ44BBWQ9EB2B5XE74GR30OQE6Q9","Transcribe the text from a Column of a Palauan Language Dictionary","We're trying to digitize a scanned dictionary of an endangered Pacific Island language","image, write, transcription, dictionary, palau, palauan, language","$0.25","Wed Dec 17 06:03:24 GMT 2014","2","BatchId:1768644;","3600","86400","Wed Dec 24 06:03:24 GMT 2014","","","3LJ7UR74RHCYQAJAU8MTJ3R770N4N5","A3AJOG8FAY1D73","Approved","Wed Dec 17 16:30:31 GMT 2014","Wed Dec 17 16:42:21 GMT 2014","Thu Dec 18 08:42:21 PST 2014","Wed Dec 17 09:16:55 PST 2014","","","710","100% (28/28)","100% (20/20)","100% (20/20)","http://tekinged.com/png-halves/dict-063-left.png","balbai (< bar el bai) N. bedding given to a visitor. See bar1.
balbeluu N. plant in Legume family (D. umbellatum (L.) DC.).

balchad N. ninth day after death when usaker and cheriut are given to those at wake. 
balchelf * N. thirteenth day after death when usaker and cheriut are hung up for gods (chelid) to take. 
balech  N.   slingshot; any material (e.g., rubber band) used as slingshot; arrow; (action of) shooting with slingshot. --belechel  N. POSS. --belechel a belochel  shooting of pigeons with a slingshot. --belechel a ngilel  spearing of fish with a spear-gun. --omalech V.T. hit with a slingshot; catch (fish) with a spear-gun; snap string of kitalong against piece of lumber for purpose of marking line. --blalech  1. V.R.S.; 2. N.R.S. wound from a slingshot. --belochel 1. V.A.S.; 2. N.A.S. Micronesian pigeon (Ducula oceanica). --belechall V.A.S. --kebalech V.RECIP. shoot at each other with slingshots. --obelebalech  V. ERG. REDUP. easy to shoot with a slingshot. --ngikel el balech  fish caught with a spear-gun. --chad er a balech archer.





balech  F.S. one-eyed.
bal(l)as (Eng. ballast)  N.  balast; weight attached to a body when diving; any object used as weight or ballast.
bals  N.  mistake in song or singing.

bambung-el  STEM N. POSS. See bambuu.
bambuu (Eng. bamboo) N. bamboo. --bambungel N. POSS. --redil el bambuu bamboo pole holding redil el kerrikr. --sechal el bambuu bamboo pole holding sechal el kerrikr.
ban  V.S.  strong; healthy.
bandeleng-el STEM N. POSS. See bando.
bando (Jp. bando)  N.  belt. --bandelengel  N. POSS.

bang N. bright-saddled goatfish (Parupeneus cyclostumus). --mesebang N. type of goatfish. --turangelbang  N.  type of goatfish.

bangarnguis  N.  syn. bangernguis
bangch  N.  bite. --bengchel  N. POSS. --omangch  V.T.  bite. --blangch, blengechel V.R.S. --bengechel, bengchoel V.A.S. --kebangch  V.I.  (dog, etc.) have habit of biting. --bembangch N. red stinging ant. --obangch V. ERG. get bitten. --omengbangch V.I. (arm, leg, etc.) feel twinge. --sekebangch V.S. (animal, person) prone to"
"3L2OEKSTW89QZQCWNBGFSBAZ4KQ8YH","3CUQ44BBWQ9EB2B5XE74GR30OQE6Q9","Transcribe the text from a Column of a Palauan Language Dictionary","We're trying to digitize a scanned dictionary of an endangered Pacific Island language","image, write, transcription, dictionary, palau, palauan, language","$0.25","Wed Dec 17 06:03:24 GMT 2014","2","BatchId:1768644;","3600","86400","Wed Dec 24 06:03:24 GMT 2014","","","3URFVVM165HROXR8C2O5RUWAGXLZUI","A2JJ4YUI3L3LGI","Approved","Thu Dec 18 10:51:16 GMT 2014","Thu Dec 18 11:09:30 GMT 2014","Fri Dec 19 03:09:30 PST 2014","Thu Dec 18 12:15:46 PST 2014","","","1094","100% (7/7)","100% (5/5)","100% (5/5)","http://tekinged.com/png-halves/dict-063-left.png","balbai (<bar el bai) N. bedding given to a visitor.  See bar1.
balbeluu N. plant in Legume family (D. umbellatum (L.) DC.).
balchad N. ninth day after death when usaker and cheiut are given to those at wake.
balchelf  N. thirteenth day after death when usaker and cheriut are hung up for gods (chelid) to take.
balech N. slingshot; any material (e.g., rubber band) used as slingshot; arrow; (action of) shooting with slingshot.  --belechel N. POSS.  --belechel a belochel shooting of pigeons with a slingshot.  --belechel a ngikel spearing of fish with a spear gun.  --omalech V.T. hit with a slingshot; catch (fish) with a spear-gun; snap string of kitalong against piece of lumber for purpose of marking line.  --blalech 1. V.R.S.; 2. N.R.S. wound from a slingshot.  --belochel 1. V.A.S.; 2. N.A.S. Micronesian pigeon (Ducula oceanica).  --belechall V.A.S.  --obelebalech V. ERG. REDUP. easy to shoot with a slingshot.  ngikel el balech fish caught with a spear-gun.  --chad er a balech archer.
balech V.S.  one-eyed.
bal(l)as (Eng. ballast) N. ballast; weight attached to body when diving; any object used as weight or ballast.
bals N. mistake in song or singing.
bambung-el STEM N. POSS. See bambuu
bambuu (Eng. bamboo) N. bamboo.  --bambungel N. POSS.  --redil el bambuu bamboo pole holding sechal el kerrikr.
ban V.S. strong; healthy.
bandeleng-el STEM N. POSS. See bando.
bando (Jp. bando) N. belt.  --bandelengel N. POSS.
bang N. bright-saddled goatfish (Parupeneus cyclostomus).  --mesabang N. type of goatfish.  --turangelbang N. type of goatfish.
bangarnguis N. syn. bangernguis.
bangch N. bite.  --bengchel N. POSS.  --omangch V.T. bite.  --blangch, blengechel V.R.S.  --bengechel, bengchoel V.A.S.  --kebangch V.1. (dog, etc.) have habit of biting.  --bembangch N. red stinging ant.  --obangch V.ERG. get bitten.                   --omengbangch V.I. (arm, let, etc.) feel twinge.  --sekebangch V.S. (animal, person) prone to"
